Artist,Nationality,Gender,Race,Ethnicity,Title,Year
Salvador Dalí,Spanish,Male,White,Hispanic or Latinx,The Persistence of Memory,2001
Salvador Dalí,Spanish,Male,White,Hispanic or Latinx,The Persistence of Memory,2007
Salvador Dalí,Spanish,Male,White,Hispanic or Latinx,The Persistence of Memory,2011
Sebastiano Del Piombo,Italian,Male,White,Not Hispanic or Latinx,Christ in Limbo,1963
Sebastiano Del Piombo,Italian,Male,White,Not Hispanic or Latinx,Christ in Limbo,1969
Sebastiano Del Piombo,Italian,Male,White,Not Hispanic or Latinx,Christ in Limbo,1977
Sebastiano Del Piombo,Italian,Male,White,Not Hispanic or Latinx,Christ in Limbo,1986
Sigmar Polke,German,Male,White,Not Hispanic or Latinx,Alice in Wonderland,2007
Sigmar Polke,German,Male,White,Not Hispanic or Latinx,Alice in Wonderland,2011
Sir Joshua Reynolds,British,Male,White,Not Hispanic or Latinx,Lady Sarah Bunbury Sacrificing to the Graces,2011
Stuart Davis,American,Male,White,Not Hispanic or Latinx,Hot Still-Scape for Six Colors - Seventh Avenue Style,2007
Stuart Davis,American,Male,White,Not Hispanic or Latinx,Hot Still-Scape for Six Colors - Seventh Avenue Style,2011
Susan Rothenberg,American,Female,White,Not Hispanic or Latinx,Mondrian,1991
Susan Rothenberg,American,Female,White,Not Hispanic or Latinx,Mondrian,1995
Susan Rothenberg,American,Female,White,Not Hispanic or Latinx,Mondrian,2001
Taddeo Zuccari,Italian,Male,White,Not Hispanic or Latinx,The Conversion of St. Paul,1963
Taddeo Zuccari,Italian,Male,White,Not Hispanic or Latinx,The Conversion of St. Paul,1969
Taddeo Zuccari,Italian,Male,White,Not Hispanic or Latinx,The Conversion of St. Paul,1977
Taddeo Zuccari,Italian,Male,White,Not Hispanic or Latinx,The Conversion of St. Paul,1986
Taddeo Zuccari,Italian,Male,White,Not Hispanic or Latinx,The Conversion of St. Paul,1991
Taddeo Zuccari,Italian,Male,White,Not Hispanic or Latinx,The Conversion of St. Paul,1995
Taddeo Zuccari,Italian,Male,White,Not Hispanic or Latinx,The Conversion of St. Paul,2001
Théodore Géricault,French,Male,White,Not Hispanic or Latinx,Mounted Officer of the Imperial Guard,1963
Théodore Géricault,French,Male,White,Not Hispanic or Latinx,The Madman,1963
Théodore Géricault,French,Male,White,Not Hispanic or Latinx,The Raft of the Medusa,1963
Théodore Géricault,French,Male,White,Not Hispanic or Latinx,Mounted Officer of the Imperial Guard,1969
Théodore Géricault,French,Male,White,Not Hispanic or Latinx,The Madman,1969
Théodore Géricault,French,Male,White,Not Hispanic or Latinx,The Raft of the Medusa,1969
Théodore Géricault,French,Male,White,Not Hispanic or Latinx,Mounted Officer of the Imperial Guard,1977
Théodore Géricault,French,Male,White,Not Hispanic or Latinx,The Madman,1977
Théodore Géricault,French,Male,White,Not Hispanic or Latinx,The Raft of the Medusa,1977
Théodore Géricault,French,Male,White,Not Hispanic or Latinx,Mounted Officer of the Imperial Guard,1986
Théodore Géricault,French,Male,White,Not Hispanic or Latinx,The Madman,1986
Théodore Géricault,French,Male,White,Not Hispanic or Latinx,The Raft of the Medusa,1986
Théodore Géricault,French,Male,White,Not Hispanic or Latinx,Mounted Officer of the Imperial Guard,1991
Théodore Géricault,French,Male,White,Not Hispanic or Latinx,The Madman,1991
Théodore Géricault,French,Male,White,Not Hispanic or Latinx,The Raft of the Medusa,1991
Théodore Géricault,French,Male,White,Not Hispanic or Latinx,Mounted Officer of the Imperial Guard,1995
Théodore Géricault,French,Male,White,Not Hispanic or Latinx,The Madman,1995
Théodore Géricault,French,Male,White,Not Hispanic or Latinx,The Raft of the Medusa,1995
Théodore Géricault,French,Male,White,Not Hispanic or Latinx,The Madman,2001
Théodore Géricault,French,Male,White,Not Hispanic or Latinx,The Raft of the Medusa,2001
Théodore Géricault,French,Male,White,Not Hispanic or Latinx,Charging Chasseur,2007
Théodore Géricault,French,Male,White,Not Hispanic or Latinx,Portrait of an Insane Man (Man Suffering from Delusions of Military Rank),2007
Théodore Géricault,French,Male,White,Not Hispanic or Latinx,The Raft of the Medusa,2007
Théodore Géricault,French,Male,White,Not Hispanic or Latinx,Charging Chasseur,2011
Théodore Géricault,French,Male,White,Not Hispanic or Latinx,Portrait of an Insane Man (Man Suffering from Delusions of Military Rank),2011
Théodore Géricault,French,Male,White,Not Hispanic or Latinx,The Raft of the Medusa,2011
Thomas Cole,American,Male,White,Not Hispanic or Latinx,"Schroon Mountain, Adirondacks",1991
Thomas Cole,American,Male,White,Not Hispanic or Latinx,"Schroon Mountain, Adirondacks",1995
Thomas Cole,American,Male,White,Not Hispanic or Latinx,"View of Schroon Mountain, Essex County, New York, After a Storm",2001
Thomas Cole,American,Male,White,Not Hispanic or Latinx,"The Oxbow (View from Mount Holyoke, Northampton, Massachusetts, after a Thunderstorm)",2007
Thomas Cole,American,Male,White,Not Hispanic or Latinx,"The Oxbow (View from Mount Holyoke, Northampton, Massachusetts, after a Thunderstorm)",2011
Thomas Eakins,American,Male,White,Not Hispanic or Latinx,The Gross Clinic,1963
Thomas Eakins,American,Male,White,Not Hispanic or Latinx,The Gross Clinic,1969
Thomas Eakins,American,Male,White,Not Hispanic or Latinx,The Gross Clinic,1977
Thomas Eakins,American,Male,White,Not Hispanic or Latinx,The Gross Clinic,1986
Thomas Eakins,American,Male,White,Not Hispanic or Latinx,William Rush Carving His Allegorical Figure of the Schuylkill River,1991
Thomas Eakins,American,Male,White,Not Hispanic or Latinx,William Rush Carving His Allegorical Figure of the Schuylkill River,1995
Thomas Eakins,American,Male,White,Not Hispanic or Latinx,William Rush Carving His Allegorical Figure of the Schuylkill River,2001
Thomas Eakins,American,Male,White,Not Hispanic or Latinx,Max Schmitt in a Single Scull (The Champion Single Sculls),2007
Thomas Eakins,American,Male,White,Not Hispanic or Latinx,Max Schmitt in a Single Scull (The Champion Single Sculls),2011
Thomas Gainsborough,British,Male,White,Not Hispanic or Latinx,Portrait of Johann Christian Fischer,2001
Thomas Gainsborough,British,Male,White,Not Hispanic or Latinx,Portrait of Mrs. Richard Brinsley Sheridan,2011
Timothy O'Sullivan,American,Male,White,Not Hispanic or Latinx,"Ancient Ruins in the Canon de Chelle, N.M. In a Niche 50 Feet above the Present Canon Bed",1986
Timothy O'Sullivan,American,Male,White,Not Hispanic or Latinx,"Ancient Ruins in the Canon de Chelle, N.M. In a Niche 50 Feet above the Present Canon Bed",1991
Timothy O'Sullivan,American,Male,White,Not Hispanic or Latinx,"Ancient Ruins in the Canon de Chelle, N.M. In a Niche 50 Feet above the Present Canon Bed",1995
Timothy O'Sullivan,American,Male,White,Not Hispanic or Latinx,"Ancient Ruins in the Canon de Chelle, N.M. In a Niche 50 Feet above the Present Canon Bed",2001
Timothy O'Sullivan,American,Male,White,Not Hispanic or Latinx,"A Harvest of Death, Gettysburg, Pennsylvania, July 1863",2007
Timothy O'Sullivan,American,Male,White,Not Hispanic or Latinx,"A Harvest of Death, Gettysburg, Pennsylvania, July 1863",2011
Umberto Boccioni,Italian,Male,White,Not Hispanic or Latinx,Dynamism of a Cyclist,1986
Umberto Boccioni,Italian,Male,White,Not Hispanic or Latinx,Dynamism of a Cyclist,1991
Umberto Boccioni,Italian,Male,White,Not Hispanic or Latinx,Dynamism of a Cyclist,1995
Umberto Boccioni,Italian,Male,White,Not Hispanic or Latinx,Dynamism of a Cyclist,2001
Umberto Boccioni,Italian,Male,White,Not Hispanic or Latinx,States of Mind I: Farewells,2007
Umberto Boccioni,Italian,Male,White,Not Hispanic or Latinx,States of Mind I: Farewells,2011
Varvara Fedorovna Stepanova,Russian,Female,White,Not Hispanic or Latinx,Design for Sportswear,2007
Varvara Fedorovna Stepanova,Russian,Female,White,Not Hispanic or Latinx,Design for Sportswear,2011
Victor Vasarely,Hungarian-French,Male,White,Not Hispanic or Latinx,Vega,1969
Victor Vasarely,Hungarian-French,Male,White,Not Hispanic or Latinx,Vega,1977
Victor Vasarely,Hungarian-French,Male,White,Not Hispanic or Latinx,Vega,1986
Victor Vasarely,Hungarian-French,Male,White,Not Hispanic or Latinx,Vega,1991
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,Self-Portrait,1963
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,The Potato Eaters,1963
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,Wheat Field and Cypress Trees,1963
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,Self-Portrait,1969
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,The Potato Eaters,1969
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,Wheat Field and Cypress Trees,1969
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,Self-Portrait,1977
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,The Potato Eaters,1977
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,Wheat Field and Cypress Trees,1977
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,Self-Portrait,1986
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,The Potato Eaters,1986
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,Wheat Field and Cypress Trees,1986
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,Self-Portrait,1991
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,The Potato Eaters,1991
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,Wheat Field and Cypress Trees,1991
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,Self-Portrait,1995
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,The Potato Eaters,1995
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,Wheat Field and Cypress Trees,1995
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,Self-Portrait,2001
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,The Potato Eaters,2001
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,Wheat Field and Cypress Trees,2001
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,Night Café,2007
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,Portrait of Père Tanguy,2007
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,Starry Night,2007
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,The Potato Eaters,2007
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,Night Café,2011
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,Starry Night,2011
Vincent Van Gogh,Dutch,Male,White,Not Hispanic or Latinx,The Potato Eaters,2011
W. Eugene Smith,American,Male,White,Not Hispanic or Latinx,Tomoko in Her Bath,1986
W. Eugene Smith,American,Male,White,Not Hispanic or Latinx,Tomoko in Her Bath,1991
W. Eugene Smith,American,Male,White,Not Hispanic or Latinx,Tomoko in Her Bath,1995
W. Eugene Smith,American,Male,White,Not Hispanic or Latinx,Tomoko in Her Bath,2001
Walker Evans,American,Male,White,Not Hispanic or Latinx,"Graveyard, Houses, and Steel Mill, Bethlehem, Pennsylvania",2007
Walker Evans,American,Male,White,Not Hispanic or Latinx,"Graveyard, Houses, and Steel Mill, Bethlehem, Pennsylvania",2011
Walter Crane,British,Male,White,Not Hispanic or Latinx,Political cartoon from Cartoons for the Cause,1969
Walter Crane,British,Male,White,Not Hispanic or Latinx,Political cartoon from Cartoons for the Cause,1977
Walter Crane,British,Male,White,Not Hispanic or Latinx,Political cartoon from Cartoons for the Cause,1986
Walter Crane,British,Male,White,Not Hispanic or Latinx,Political cartoon from Cartoons for the Cause,1991
Walter Crane,British,Male,White,Not Hispanic or Latinx,Political cartoon from Cartoons for the Cause,1995
Wassily Kandinsky,Russian,Male,White,Not Hispanic or Latinx,"Sketch I for ""Composition VII""",1963
Wassily Kandinsky,Russian,Male,White,Not Hispanic or Latinx,"Sketch I for ""Composition VII""",1969
Wassily Kandinsky,Russian,Male,White,Not Hispanic or Latinx,"Sketch I for ""Composition VII""",1977
Wassily Kandinsky,Russian,Male,White,Not Hispanic or Latinx,"Sketch I for ""Composition VII""",1986
Wassily Kandinsky,Russian,Male,White,Not Hispanic or Latinx,"Sketch I for ""Composition VII""",1991
Wassily Kandinsky,Russian,Male,White,Not Hispanic or Latinx,"Accented Corners, No. 247",1995
Wassily Kandinsky,Russian,Male,White,Not Hispanic or Latinx,"Sketch I for ""Composition VII""",1995
Wassily Kandinsky,Russian,Male,White,Not Hispanic or Latinx,"Accented Corners, No. 247",2001
Wassily Kandinsky,Russian,Male,White,Not Hispanic or Latinx,"Sketch I for ""Composition VII""",2001
Wassily Kandinsky,Russian,Male,White,Not Hispanic or Latinx,"Sketch for ""Composition II""",2007
Wassily Kandinsky,Russian,Male,White,Not Hispanic or Latinx,"Sketch I for ""Composition VII""",2007
Wassily Kandinsky,Russian,Male,White,Not Hispanic or Latinx,"Sketch I for ""Composition VII""",2011
Wayne Miller,American,Male,White,Not Hispanic or Latinx,Childbirth,1986
Wayne Miller,American,Male,White,Not Hispanic or Latinx,Childbirth,1991
Wayne Miller,American,Male,White,Not Hispanic or Latinx,Childbirth,1995
Wayne Miller,American,Male,White,Not Hispanic or Latinx,Childbirth,2001
Willem de Kooning,Dutch-American,Male,White,Not Hispanic or Latinx,Woman II,1977
Willem de Kooning,Dutch-American,Male,White,Not Hispanic or Latinx,Woman II,1986
Willem de Kooning,Dutch-American,Male,White,Not Hispanic or Latinx,Woman II,1991
Willem de Kooning,Dutch-American,Male,White,Not Hispanic or Latinx,Woman II,1995
Willem de Kooning,Dutch-American,Male,White,Not Hispanic or Latinx,Woman II,2001
Willem de Kooning,Dutch-American,Male,White,Not Hispanic or Latinx,Woman II,2007
Willem de Kooning,Dutch-American,Male,White,Not Hispanic or Latinx,Woman I,2011
William Blake,British,Male,White,Not Hispanic or Latinx,"The Ancient of Days, frontispiece of Europe, A Prophecy",1963
William Blake,British,Male,White,Not Hispanic or Latinx,"The Ancient of Days, frontispiece of Europe, A Prophecy",1969
William Blake,British,Male,White,Not Hispanic or Latinx,"The Ancient of Days, frontispiece of Europe, A Prophecy",1969
William Blake,British,Male,White,Not Hispanic or Latinx,"The Ancient of Days, frontispiece of Europe, A Prophecy",1977
William Blake,British,Male,White,Not Hispanic or Latinx,"The Ancient of Days, frontispiece of Europe, A Prophecy",1986
William Blake,British,Male,White,Not Hispanic or Latinx,"The Ancient of Days, frontispiece of Europe, A Prophecy",1991
William Blake,British,Male,White,Not Hispanic or Latinx,"The Ancient of Days, frontispiece of Europe, A Prophecy",1995
William Blake,British,Male,White,Not Hispanic or Latinx,"The Ancient of Days, frontispiece of Europe, A Prophecy",2001
William Blake,British,Male,White,Not Hispanic or Latinx,The Lazar House (The House of Death),2007
William Blake,British,Male,White,Not Hispanic or Latinx,Elohim Creating Adam,2011
William Henry Fox Talbot,British,Male,White,Not Hispanic or Latinx,Sailing Craft,1986
William Henry Fox Talbot,British,Male,White,Not Hispanic or Latinx,Sailing Craft,1991
William Henry Fox Talbot,British,Male,White,Not Hispanic or Latinx,Sailing Craft,1995
William Henry Fox Talbot,British,Male,White,Not Hispanic or Latinx,Sailing Craft,2001
William Holman Hunt,British,Male,White,Not Hispanic or Latinx,The Awakening Conscience,1995
William Holman Hunt,British,Male,White,Not Hispanic or Latinx,The Awakening Conscience,2001
William Holman Hunt,British,Male,White,Not Hispanic or Latinx,The Awakening Conscience,2007
William Holman Hunt,British,Male,White,Not Hispanic or Latinx,The Awakening Conscience,2011
William Sidney Mount,American,Male,White,Not Hispanic or Latinx,Dancing on the Barn Floor,1995
William Sidney Mount,American,Male,White,Not Hispanic or Latinx,Dancing on the Barn Floor,2001
William Sidney Mount,American,Male,White,Not Hispanic or Latinx,The Power of Music,2007
William T. Williams,American,Male,Black or African American,Not Hispanic or Latinx,Batman,1986
William T. Williams,American,Male,Black or African American,Not Hispanic or Latinx,Batman,1991
William T. Williams,American,Male,Black or African American,Not Hispanic or Latinx,Batman,1995
William T. Williams,American,Male,Black or African American,Not Hispanic or Latinx,Batman,2001
Winslow Homer,American,Male,White,Not Hispanic or Latinx,The Morning Bell,1963
Winslow Homer,American,Male,White,Not Hispanic or Latinx,The Morning Bell,1969
Winslow Homer,American,Male,White,Not Hispanic or Latinx,The Morning Bell,1977
Winslow Homer,American,Male,White,Not Hispanic or Latinx,The Morning Bell,1991
Winslow Homer,American,Male,White,Not Hispanic or Latinx,Snap the Whip,1995
Winslow Homer,American,Male,White,Not Hispanic or Latinx,Snap the Whip,2001
Winslow Homer,American,Male,White,Not Hispanic or Latinx,Snap the Whip,2007
Winslow Homer,American,Male,White,Not Hispanic or Latinx,Snap the Whip,2011
