Artist,Title,Year,Nationality,Gender,Race,Ethnicity
Cliff Whiting (Te Whanau-A-Apanui),Tawhiri-Matea (God of the Winds),2001,New Zealander,Male,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latinx
Cliff Whiting (Te Whanau-A-Apanui),Tawhiri-Matea (God of the Winds),2005,New Zealander,Male,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latinx
Cliff Whiting (Te Whanau-A-Apanui),Tawhiri-Matea (God of the Winds),2009,New Zealander,Male,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latinx
Cliff Whiting (Te Whanau-A-Apanui),Tawhiri-Matea (God of the Winds),2013,New Zealander,Male,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latinx
Dante Gabriel Rossetti,The Annunciation (Ecce Ancilla Domini),1959,British,Male,White,Not Hispanic or Latinx
Dante Gabriel Rossetti,Beata Beatrix,2005,British,Male,White,Not Hispanic or Latinx
Dante Gabriel Rossetti,Beata Beatrix,2009,British,Male,White,Not Hispanic or Latinx
Dante Gabriel Rossetti,Beata Beatrix,2013,British,Male,White,Not Hispanic or Latinx
Dante Gabriel Rossetti,Beate Beatrix,2016,British,Male,White,Not Hispanic or Latinx
Dante Gabriel Rossetti,Beata Beatrix,2020,British,Male,White,Not Hispanic or Latinx
David Alfaro Siqueiros,Proletarian Victim,1948,Mexican,Male,White,Hispanic or Latinx
David Alfaro Siqueiros,Proletarian Victim,1959,Mexican,Male,White,Hispanic or Latinx
David Alfaro Siqueiros,Echo of a Scream,1959,Mexican,Male,White,Hispanic or Latinx
David Alfaro Siqueiros,Echo of a Scream,1970,Mexican,Male,White,Hispanic or Latinx
David Alfaro Siqueiros,Echo of a Scream,1975,Mexican,Male,White,Hispanic or Latinx
David Alfaro Siqueiros,Echo of a Scream,1980,Mexican,Male,White,Hispanic or Latinx
David Em,Nora,1996,American,Male,White,Not Hispanic or Latinx
David Em,Nora,2001,American,Male,White,Not Hispanic or Latinx
David Em,Nora,2005,American,Male,White,Not Hispanic or Latinx
David Em,Nora,2009,American,Male,White,Not Hispanic or Latinx
David Em,Nora,2013,American,Male,White,Not Hispanic or Latinx
David Em,Nora,2016,American,Male,White,Not Hispanic or Latinx
David Hockney,"The Grand Canyon Looking North, September",1991,British,Male,White,Not Hispanic or Latinx
David Hockney,American Collectors,1996,British,Male,White,Not Hispanic or Latinx
David Octavius Hill,John Henning and Alexander Handyside Ritchie,1959,Scottish,Male,White,Not Hispanic or Latinx
Robert Adamson,John Henning and Alexander Handyside Ritchie,1959,Scottish,Male,White,Not Hispanic or Latinx
David Octavius Hill,Sandy Linton and His Boat and Bairns,1991,Scottish,Male,White,Not Hispanic or Latinx
Robert Adamson,Sandy Linton and His Boat and Bairns,1991,Scottish,Male,White,Not Hispanic or Latinx
David Wojnarowicz,When I Put My Hands On Your Body,2001,American,Male,White,Not Hispanic or Latinx
David Wojnarowicz,"""When I put my hands on your body""",2005,American,Male,White,Not Hispanic or Latinx
David Wojnarowicz,"""When I put my hands on your body""",2009,American,Male,White,Not Hispanic or Latinx
David Wojnarowicz,When I Put My Hands on Your Body,2013,American,Male,White,Not Hispanic or Latinx
David Wojnarowicz,When I Put My Hands on Your Body,2016,American,Male,White,Not Hispanic or Latinx
David Wojnarowicz,When I Put My Hands on Your Body,2020,American,Male,White,Not Hispanic or Latinx
"Devised by Johann Wolfgang von Goethe. Prepared by Josef Albers and Sewell Sillman, Yale University",Letters from Goethe to Lavater from the Years 1774 to 1783,1959,German-American,Male,White,Not Hispanic or Latinx
Diane Arbus,"Child with Toy Hand Grenade, New York, New York",2013,American,Female,White,Not Hispanic or Latinx
Diego Rivera,Sugar Cane,1936,Mexican,Male,White,Hispanic or Latinx
Diego Rivera,Sugar Cane,1948,Mexican,Male,White,Hispanic or Latinx
Diego Rivera,A Flower Festival,1948,Mexican,Male,White,Hispanic or Latinx
Diego Rivera,Earth and the Elements,1948,Mexican,Male,White,Hispanic or Latinx
Diego Rivera,Siege of Tenochtitlan,1959,Mexican,Male,White,Hispanic or Latinx
Diego Rivera,Ancient Mexico,2001,Mexican,Male,White,Hispanic or Latinx
Diego Rivera,Ancient Mexico,2005,Mexican,Male,White,Hispanic or Latinx
Diego Rivera,Ancient Mexico,2009,Mexican,Male,White,Hispanic or Latinx
Diego Rivera,Ancient Mexico,2013,Mexican,Male,White,Hispanic or Latinx
Diego Rivera,Ancient Mexico,2016,Mexican,Male,White,Hispanic or Latinx
Diego Rivera,Ancient Mexico,2020,Mexican,Male,White,Hispanic or Latinx
Dorothea Lange,Migrant Mother,1991,American,Female,White,Not Hispanic or Latinx
Dorothea Lange,Migrant Mother,1996,American,Female,White,Not Hispanic or Latinx
Dorothea Lange,"Migrant Mother, Nipomo Valley",2001,American,Female,White,Not Hispanic or Latinx
Dorothea Lange,"Migrant Mother, Nipomo Valley",2005,American,Female,White,Not Hispanic or Latinx
Dorothea Lange,"Migrant Mother, Nipomo Valley",2009,American,Female,White,Not Hispanic or Latinx
Dorothea Lange,"Migrant Mother, Nipomo Valley",2013,American,Female,White,Not Hispanic or Latinx
Dorothea Lange,"Migrant Mother, Nipomo Valley",2016,American,Female,White,Not Hispanic or Latinx
Dorothea Lange,Migrant Mother,2020,American,Female,White,Not Hispanic or Latinx
Dorothea Rockburne,Sensor III,1996,Canadian,Female,White,Not Hispanic or Latinx
Duane Michals,Death Comes to the Old Lady,1991,American,Male,White,Not Hispanic or Latinx
Eadweard Muybridge,Horse Galloping,1959,British,Male,White,Not Hispanic or Latinx
Eadweard Muybridge,"Handspring, a flying pigeon interfering, June 26, 1884",1991,British,Male,White,Not Hispanic or Latinx
Eadweard Muybridge,"Handspring, a flying pigeon interfering, June 26, 1885",1996,British,Male,White,Not Hispanic or Latinx
Eadweard Muybridge,Horse Galloping,2001,British,Male,White,Not Hispanic or Latinx
Eadweard Muybridge,Horse Galloping,2005,British,Male,White,Not Hispanic or Latinx
Eadweard Muybridge,Horse Galloping,2009,British,Male,White,Not Hispanic or Latinx
Eadweard Muybridge,Horse Galloping,2013,British,Male,White,Not Hispanic or Latinx
Eadweard Muybridge,Horse Galloping,2016,British,Male,White,Not Hispanic or Latinx
Eadweard Muybridge,Horse Galloping,2020,British,Male,White,Not Hispanic or Latinx
Edgar Degas,Dancers Dressing,1936,French,Male,White,Not Hispanic or Latinx
Edgar Degas,Dancers Dressing,1948,French,Male,White,Not Hispanic or Latinx
Edgar Degas,Place de la Concorde (Portrait of M. le Vicomte Lepic and His Daughters),1959,French,Male,White,Not Hispanic or Latinx
Edgar Degas,Ballet Rehearsal (Adagio),1970,French,Male,White,Not Hispanic or Latinx
Edgar Degas,Viscount Lepic and His Daugthers,1970,French,Male,White,Not Hispanic or Latinx
Edgar Degas,The Morning Bath,1970,French,Male,White,Not Hispanic or Latinx
Edgar Degas,Ballet Rehearsal (Adagio),1975,French,Male,White,Not Hispanic or Latinx
Edgar Degas,Viscount Lepic and His Daughters,1975,French,Male,White,Not Hispanic or Latinx
Edgar Degas,The Morning Bath,1975,French,Male,White,Not Hispanic or Latinx
Edgar Degas,Ballet Rehearsal (Adagio),1980,French,Male,White,Not Hispanic or Latinx
Edgar Degas,Viscount Lepic and His Daughters,1980,French,Male,White,Not Hispanic or Latinx
Edgar Degas,The Morning Bath,1980,French,Male,White,Not Hispanic or Latinx
Edgar Degas,Intérieur (Le Viol),1986,French,Male,White,Not Hispanic or Latinx
Edgar Degas,Ballet Rehearsal (Adagio),1986,French,Male,White,Not Hispanic or Latinx
Edgar Degas,Viscount Lepic and His Daugthers,1986,French,Male,White,Not Hispanic or Latinx
Edgar Degas,The Morning Bath,1986,French,Male,White,Not Hispanic or Latinx
Edgar Degas,Ballet Rehearsal (Adagio),1991,French,Male,White,Not Hispanic or Latinx
Edgar Degas,Viscount Lepic and His Daugthers,1991,French,Male,White,Not Hispanic or Latinx
Edgar Degas,The Morning Bath,1991,French,Male,White,Not Hispanic or Latinx
Edgar Degas,Viscount Lepic and His Daugthers,1996,French,Male,White,Not Hispanic or Latinx
Edgar Degas,Intérieur,1996,French,Male,White,Not Hispanic or Latinx
Edgar Degas,Ballet Rehearsal (Adagio),1996,French,Male,White,Not Hispanic or Latinx
Edgar Degas,The Morning Bath,1996,French,Male,White,Not Hispanic or Latinx
Edgar Degas,Viscount Lepic and His Daugthers,2001,French,Male,White,Not Hispanic or Latinx
Edgar Degas,Ballet Rehearsal (Adagio),2001,French,Male,White,Not Hispanic or Latinx
Edgar Degas,The Tub,2001,French,Male,White,Not Hispanic or Latinx
Edgar Degas,Ballet Rehearsal (Adagio),2005,French,Male,White,Not Hispanic or Latinx
Edgar Degas,The Tub,2005,French,Male,White,Not Hispanic or Latinx
Edgar Degas,Ballet Rehearsal (Adagio),2009,French,Male,White,Not Hispanic or Latinx
Edgar Degas,The Tub,2009,French,Male,White,Not Hispanic or Latinx
Edgar Degas,The Rehearsal,2013,French,Male,White,Not Hispanic or Latinx
Edgar Degas,The Tub,2013,French,Male,White,Not Hispanic or Latinx
Edgar Degas,The Rehearsal,2016,French,Male,White,Not Hispanic or Latinx
Edgar Degas,The Tub,2016,French,Male,White,Not Hispanic or Latinx
Edgar Degas,The Rehearsal,2020,French,Male,White,Not Hispanic or Latinx
Edgar Degas,The Tub,2020,French,Male,White,Not Hispanic or Latinx
Edgards Iltners,Strong Hands,1975,Latvian,Male,White,Not Hispanic or Latinx
Edgards Iltners,Strong Hands,1980,Latvian,Male,White,Not Hispanic or Latinx
Édouard Manet,The Servant of Bocks,1936,French,Male,White,Not Hispanic or Latinx
Édouard Manet,The Servant of Bocks,1948,French,Male,White,Not Hispanic or Latinx
Édouard Manet,The Dead Christ with Angels,1959,French,Male,White,Not Hispanic or Latinx
Édouard Manet,The Bar at the Folies-Bergères,1959,French,Male,White,Not Hispanic or Latinx
Édouard Manet,Déjeuner sur l'Herbe,1970,French,Male,White,Not Hispanic or Latinx
Édouard Manet,Bar at the Folies-Bergère,1970,French,Male,White,Not Hispanic or Latinx
Édouard Manet,"Déjeuner sur l""Herbe",1975,French,Male,White,Not Hispanic or Latinx
Édouard Manet,Bar at the Folies-Bergères,1975,French,Male,White,Not Hispanic or Latinx
Édouard Manet,Le Déjeuner sur l'herbe,1980,French,Male,White,Not Hispanic or Latinx
Édouard Manet,Bar at the Folies-Bergères,1980,French,Male,White,Not Hispanic or Latinx
Édouard Manet,Le Déjeuner sur l'Herbe,1986,French,Male,White,Not Hispanic or Latinx
Édouard Manet,Bar at the Folies-Bergère,1986,French,Male,White,Not Hispanic or Latinx
Édouard Manet,Le Déjeuner sur l'Herbe,1991,French,Male,White,Not Hispanic or Latinx
Édouard Manet,A Bar at the Folies-Bergère,1991,French,Male,White,Not Hispanic or Latinx
Édouard Manet,Le Déjeuner sur l'Herbe,1996,French,Male,White,Not Hispanic or Latinx
Édouard Manet,A Bar at the Folies-Bergère,1996,French,Male,White,Not Hispanic or Latinx
Édouard Manet,Le Déjeuner sur l'Herbe,2001,French,Male,White,Not Hispanic or Latinx
Édouard Manet,Olympia,2001,French,Male,White,Not Hispanic or Latinx
Édouard Manet,A Bar at the Folis-Bergère,2001,French,Male,White,Not Hispanic or Latinx
Édouard Manet,Le Déjeuner sur l'Herbe,2005,French,Male,White,Not Hispanic or Latinx
Édouard Manet,Olympia,2005,French,Male,White,Not Hispanic or Latinx
Édouard Manet,A Bar at the Folis-Bergère,2005,French,Male,White,Not Hispanic or Latinx
Édouard Manet,Le Déjeuner sur l'Herbe,2009,French,Male,White,Not Hispanic or Latinx
Édouard Manet,Olympia,2009,French,Male,White,Not Hispanic or Latinx
Édouard Manet,Bar at the Folies-Bergère,2009,French,Male,White,Not Hispanic or Latinx
Édouard Manet,Le Déjeuner sur l'Herbe,2013,French,Male,White,Not Hispanic or Latinx
Édouard Manet,Olympia,2013,French,Male,White,Not Hispanic or Latinx
Édouard Manet,Claude Monet in His Studio Boat,2013,French,Male,White,Not Hispanic or Latinx
Édouard Manet,A Bar at the Folies-Bergère,2013,French,Male,White,Not Hispanic or Latinx
Édouard Manet,Le Déjeuner sur l'Herbe,2016,French,Male,White,Not Hispanic or Latinx
Édouard Manet,Olympia,2016,French,Male,White,Not Hispanic or Latinx
Édouard Manet,A Bar at the Folies-Bergère,2016,French,Male,White,Not Hispanic or Latinx
Édouard Manet,Le Déjeuner sur l'Herbe,2020,French,Male,White,Not Hispanic or Latinx
Édouard Manet,Olympia,2020,French,Male,White,Not Hispanic or Latinx
Édouard Manet,Claude Monet in His Studio Boat,2020,French,Male,White,Not Hispanic or Latinx
Édouard Manet,A Bar at the Folies-Bergère,2020,French,Male,White,Not Hispanic or Latinx
Eduardo Paolozzi,Wittgenstein in New York,1991,Scottish,Male,White,Not Hispanic or Latinx
Edvard Munch,The Scream,1970,Norwegian,Male,White,Not Hispanic or Latinx
Edvard Munch,The Scream,1975,Norwegian,Male,White,Not Hispanic or Latinx
Edvard Munch,The Scream,1980,Norwegian,Male,White,Not Hispanic or Latinx
Edvard Munch,The Scream,1986,Norwegian,Male,White,Not Hispanic or Latinx
Edvard Munch,The Scream,1991,Norwegian,Male,White,Not Hispanic or Latinx
Edvard Munch,Puberty,1996,Norwegian,Male,White,Not Hispanic or Latinx
Edvard Munch,The Scream,2001,Norwegian,Male,White,Not Hispanic or Latinx
Edvard Munch,The Scream,2005,Norwegian,Male,White,Not Hispanic or Latinx
Edvard Munch,The Scream,2009,Norwegian,Male,White,Not Hispanic or Latinx
Edvard Munch,The Scream,2013,Norwegian,Male,White,Not Hispanic or Latinx
Edvard Munch,The Scream,2016,Norwegian,Male,White,Not Hispanic or Latinx
Edvard Munch,The Scream,2020,Norwegian,Male,White,Not Hispanic or Latinx
Edward Burne-Jones,King Cophetua and the Beggar Maid,1980,British,Male,White,Not Hispanic or Latinx
Edward Burne-Jones,King Cophetua and the Beggar Maid,1986,British,Male,White,Not Hispanic or Latinx
Edward Burne-Jones,King Cophetua and the Beggar Maid,1991,British,Male,White,Not Hispanic or Latinx
Edward Burne-Jones,King Cophetua and the Beggar Maid,1996,British,Male,White,Not Hispanic or Latinx
Edward Burtynsky,"Densified Scrap Metal #3a, Hamilton, Ontario",2013,Canadian,Male,White,Not Hispanic or Latinx
Edward Burtynsky,"Densified Scrap Metal #3a, Hamilton, Ontario",2016,Canadian,Male,White,Not Hispanic or Latinx
Edward Burtynsky,"Densified Scrap Metal #3A, Toronto, Ontario",2020,Canadian,Male,White,Not Hispanic or Latinx
Edward Hopper,Lighthouse Hill,1936,American,Male,White,Not Hispanic or Latinx
Edward Hopper,Early Sunday Morning,1959,American,Male,White,Not Hispanic or Latinx
Edward Hopper,Eleven A.M.,1980,American,Male,White,Not Hispanic or Latinx
Edward Hopper,Eleven A.M.,1986,American,Male,White,Not Hispanic or Latinx
Edward Hopper,Nighthawks,1991,American,Male,White,Not Hispanic or Latinx
Edward Hopper,Nighthawks,1996,American,Male,White,Not Hispanic or Latinx
Edward Hopper,Nighthawks,2001,American,Male,White,Not Hispanic or Latinx
Edward Hopper,Nighthawks,2005,American,Male,White,Not Hispanic or Latinx
Edward Hopper,Nighthawks,2009,American,Male,White,Not Hispanic or Latinx
Edward Hopper,Nighthawks,2013,American,Male,White,Not Hispanic or Latinx
Edward Hopper,Nighthawks,2016,American,Male,White,Not Hispanic or Latinx
Edward Hopper,Nighthawks,2020,American,Male,White,Not Hispanic or Latinx
Edward Ruscha,"Noise, Pencil, Broken Pencil, Cheap Western",1991,American,Male,White,Not Hispanic or Latinx
Edward Ruscha,"Noise, Pencil, Broken Pencil, Cheap Western",1996,American,Male,White,Not Hispanic or Latinx
Edward Weston,Cabbage Leaf,1991,American,Male,White,Not Hispanic or Latinx
Edward Weston,Nude  ,2001,American,Male,White,Not Hispanic or Latinx
Edward Weston,Nude,2005,American,Male,White,Not Hispanic or Latinx
Edward Weston,Nude,2009,American,Male,White,Not Hispanic or Latinx
Edward Weston,Pepper No. 30,2013,American,Male,White,Not Hispanic or Latinx
Edward Weston,Pepper No. 30,2016,American,Male,White,Not Hispanic or Latinx
Edward Weston,Pepper No. 30,2020,American,Male,White,Not Hispanic or Latinx
Egon Schiele,"Nude Self-Portrait, Grimacing",2013,Austrian,Male,White,Not Hispanic or Latinx
Egon Schiele,"Nude Self-Portrait, Grimacing",2016,Austrian,Male,White,Not Hispanic or Latinx
Egon Schiele,Nude Self-Portrait,2020,Austrian,Male,White,Not Hispanic or Latinx
El Lissitzky,Proun 99,1959,Russian,Male,White,Not Hispanic or Latinx
Élisabeth Louise Vigée-Lebrun,Self-Portrait,1980,French,Female,White,Not Hispanic or Latinx
Élisabeth Louise Vigée-Lebrun,Self-Portrait,1986,French,Female,White,Not Hispanic or Latinx
Élisabeth Louise Vigée-Lebrun,Self-Portrait,1991,French,Female,White,Not Hispanic or Latinx
Élisabeth Louise Vigée-Lebrun,Self-Portrait,1996,French,Female,White,Not Hispanic or Latinx
Élisabeth Louise Vigée-Lebrun,Self-Portrait,2001,French,Female,White,Not Hispanic or Latinx
Élisabeth Louise Vigée-Lebrun,Self-Portrait,2005,French,Female,White,Not Hispanic or Latinx
Élisabeth Louise Vigée-Lebrun,Self-Portrait,2009,French,Female,White,Not Hispanic or Latinx
Élisabeth Louise Vigée-Lebrun,Self-Portrait,2013,French,Female,White,Not Hispanic or Latinx
Élisabeth Louise Vigée-Lebrun,Self-Portrait,2016,French,Female,White,Not Hispanic or Latinx
Élisabeth Louise Vigée-Lebrun,Self-Portrait,2020,French,Female,White,Not Hispanic or Latinx
Elizabeth Murray,Can You Hear Me?,2016,American,Female,White,Not Hispanic or Latinx
Elizabeth Murray,Can You Hear Me?,2020,American,Female,White,Not Hispanic or Latinx
Ellsworth Kelly,"Red, Blue, Green",1970,American,Male,White,Not Hispanic or Latinx
Ellsworth Kelly,"Red, Blue, Green",1975,American,Male,White,Not Hispanic or Latinx
Ellsworth Kelly,"Red, Blue, Green",1980,American,Male,White,Not Hispanic or Latinx
Ellsworth Kelly,"Red, Blue, Green",1986,American,Male,White,Not Hispanic or Latinx
Ellsworth Kelly,"Red, Blue, Green",1991,American,Male,White,Not Hispanic or Latinx
Ellsworth Kelly,Red Blue Green,1996,American,Male,White,Not Hispanic or Latinx
Ellsworth Kelly,Red Blue Green,2001,American,Male,White,Not Hispanic or Latinx
